nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 118413209,128.8326,-58.009,4.0,0,,,,,9,17.1,ok
TIC 450935207,170.2514,-54.4911,4.01,0,,14.7,rejete,variabilite_continue;eclipse_secondaire,7,17.2,ok
TIC 140176216,151.8867,-53.2601,4.01,0,,,,,7,12.6,ok
TIC 467274664,168.15,-60.3176,4.02,0,,,,,7,12.6,ok
TIC 102469853,155.0696,-47.699,4.02,0,,,,,6,10.6,ok
TIC 452590903,142.9008,-73.0809,4.03,0,,,,,10,17.9,ok
TIC 334217681,182.9127,-52.3686,4.04,0,,,,,7,12.2,ok
TIC 140692280,73.7974,-74.9365,4.05,0,,,,,42,17.1,ok
TIC 162092833,168.3111,-44.3722,4.07,0,,,,,7,12.8,ok
TIC 40716679,78.4397,-67.1851,4.1,0,,,,,37,16.7,ok
TIC 464732822,156.8519,-57.6388,4.11,0,,,,,8,14.9,ok
TIC 359278618,140.2366,-62.4046,4.11,0,,,,,10,17.8,ok
TIC 141280255,82.9738,-76.3396,4.11,0,,,,,42,16.6,ok
TIC 356299294,133.7616,-60.6444,4.11,0,,,,,10,17.3,ok
TIC 321170258,175.2234,-62.0901,4.13,0,,,,,7,12.9,ok
TIC 145006683,193.3597,-40.179,4.14,0,,,,,4,7.3,ok
TIC 272159436,187.4759,-56.5249,4.14,0,,,,,8,14.0,ok
TIC 278987417,101.8279,-55.5399,4.17,0,,,,,37,16.6,ok
TIC 167088607,95.6599,-69.9839,4.18,0,,,,,40,16.8,ok
TIC 146311668,158.2368,-47.0033,4.18,0,,,,,7,12.5,ok
TIC 93412456,175.1769,-53.9687,4.19,0,,,,,4,7.4,ok
TIC 21165132,187.0096,-50.2307,4.2,0,,,,,6,10.7,ok
TIC 316496087,171.7486,-61.3693,4.2,0,,,,,6,10.9,ok
TIC 381949122,76.3775,-57.4721,4.22,0,,,,,45,16.2,ok
TIC 358466601,119.0776,-60.5264,4.25,0,,,,,22,17.1,ok
TIC 464670890,156.7038,-54.8772,4.25,0,,,,,8,14.5,ok
TIC 290022685,192.4459,-15.079,4.25,0,,,,,5,8.9,ok
TIC 465507504,163.6234,-61.8266,4.26,0,,,,,7,13.0,ok
TIC 453796356,159.8159,-74.4934,4.27,0,,,,,8,14.4,ok
TIC 302720622,135.2857,-68.6838,4.27,0,,,,,10,17.8,ok
TIC 458105162,159.0851,-59.5646,4.27,0,,,,,7,12.2,ok
TIC 309401053,124.5787,-65.6131,4.28,0,,,,,22,16.7,ok
TIC 459005094,161.461,-59.4887,4.28,0,,,,,7,12.8,ok
TIC 30293512,198.0107,-37.8028,4.28,0,,,,,5,8.9,ok
TIC 451860101,172.9419,-59.442,4.28,0,,,,,6,10.7,ok
TIC 260605873,97.3684,-56.8526,4.29,0,,,,,44,16.6,ok
TIC 146664806,159.921,-43.5492,4.29,0,,,,,5,8.9,ok
TIC 453588998,155.1143,-72.1301,4.29,0,,,,,7,12.5,ok
TIC 460340926,157.2663,-65.1761,4.29,0,,,,,7,13.0,ok
TIC 9331851,191.0021,-28.3242,4.31,0,,,,,4,7.3,ok
TIC 341193607,119.2122,-59.1256,4.32,0,,,,,17,16.6,ok
TIC 308844962,122.251,-61.304,4.33,0,,,,,19,16.5,ok
TIC 411618966,185.4892,-56.3743,4.35,0,,,,,7,12.5,ok
TIC 349065534,185.2321,-13.5657,4.36,0,,,,,6,10.6,ok
TIC 415840068,197.2635,-23.1183,4.36,0,,,,,3,5.6,ok
TIC 382198789,81.5803,-58.9123,4.36,0,,,,,43,16.9,ok
TIC 319506938,174.2497,-61.2834,4.36,0,,,,,7,12.8,ok
TIC 468135835,170.026,-65.252,4.37,0,,,,,8,14.5,ok
TIC 124567694,199.2216,-31.5065,4.37,0,,,,,5,9.0,ok
TIC 439431474,143.611,-59.2297,4.37,0,,,,,6,10.9,ok
TIC 358838969,151.5467,-47.3703,4.37,0,,,,,5,9.1,ok
TIC 422432907,198.9966,-19.9437,4.37,0,,,,,3,5.5,ok
TIC 466325776,165.7756,-60.9107,4.38,0,,,,,8,14.7,ok
TIC 178449163,165.0388,-42.2258,4.39,0,,,,,6,10.4,ok
TIC 77555289,178.9173,-28.4772,4.39,0,,,,,6,11.2,ok
TIC 358276819,147.8006,-59.426,4.39,0,,,,,7,12.5,ok
TIC 101775388,200.8331,-24.6557,4.4,0,,,,,3,5.8,ok
TIC 390558214,190.307,-27.9082,4.41,0,,,,,3,5.4,ok
TIC 449491402,161.0417,-72.0644,4.42,0,,,,,5,9.0,ok
TIC 38680734,65.4732,-63.3855,4.43,0,,,,,45,16.8,ok
TIC 152393175,171.372,-36.063,4.43,0,,,,,6,11.2,ok
TIC 150320620,95.7559,-63.683,4.43,1,2.2113,17.0,rejete,variabilite_continue;eclipse_secondaire;compagnon_trop_gros_8.6Rjup,40,22.0,ok
TIC 98662322,185.8284,-11.8121,4.43,0,,,,,6,10.5,ok
TIC 341188017,118.7215,-57.3026,4.46,0,,,,,14,16.4,ok
TIC 30762159,75.6791,-71.3143,4.46,0,,,,,42,16.9,ok
TIC 454082369,176.6187,-40.4982,4.47,0,,,,,8,14.8,ok
TIC 22217266,183.5109,-45.7239,4.47,0,,,,,5,9.2,ok
TIC 466734882,166.6347,-62.4241,4.48,0,,,,,8,14.9,ok
TIC 131311326,191.6927,-33.3157,4.48,0,,,,,4,7.2,ok
TIC 357639411,137.8193,-62.317,4.48,0,,,,,10,17.8,ok
TIC 447823435,157.8371,-53.7143,4.49,0,,,,,8,14.9,ok
TIC 278202079,111.4082,-79.0942,4.5,0,,,,,23,17.3,ok
TIC 447275571,157.0089,-49.4061,4.5,0,,,,,7,12.2,ok
TIC 181163751,174.3859,-39.3589,4.5,0,,,,,8,13.8,ok
TIC 77530888,178.6776,-25.7135,4.5,0,,,,,5,9.5,ok
TIC 397529505,158.776,-69.3515,4.51,0,,,,,5,9.2,ok
TIC 162208836,168.7254,-43.7336,4.51,0,,,,,7,12.8,ok
TIC 382630542,118.6226,-61.8716,4.52,0,,,,,27,17.2,ok
TIC 357513372,200.7543,-17.7354,4.52,0,,,,,4,7.1,ok
TIC 460445901,157.6636,-61.3564,4.52,0,,,,,8,14.8,ok
TIC 454043454,175.8632,-37.1903,4.53,0,,,,,7,12.2,ok
TIC 306829961,121.9823,-68.6169,4.53,0,,,,,38,16.8,ok
TIC 304178155,141.7747,-71.6014,4.54,0,,,,,10,18.3,ok
TIC 163621376,174.3911,-47.7472,4.54,0,,,,,7,12.5,ok
TIC 375627282,178.611,-56.9698,4.55,0,,,,,7,12.4,ok
TIC 167126852,96.3693,-69.6892,4.55,0,,,,,42,17.4,ok
TIC 381925942,76.2524,-54.4074,4.55,0,,,,,21,17.7,ok
TIC 203358933,198.5447,-19.9301,4.55,0,,,,,3,5.7,ok
TIC 73304453,190.3453,-46.1453,4.56,0,,,,,4,7.5,ok
TIC 466289471,165.3989,-61.0488,4.56,0,,,,,8,15.5,ok
TIC 80840548,166.1307,-51.222,4.56,0,,,,,4,7.6,ok
TIC 141810080,92.5629,-74.7542,4.56,0,,,,,45,17.4,ok
TIC 310764588,129.3284,-62.8536,4.56,0,,,,,11,17.1,ok
TIC 322418709,175.8799,-62.4894,4.57,0,,,,,7,12.9,ok
TIC 92693315,173.7355,-49.1355,4.57,0,,,,,7,13.0,ok
TIC 464509446,156.5651,-53.8915,4.59,0,,,,,8,14.5,ok
TIC 465185147,162.6095,-59.9823,4.59,0,,,,,7,13.1,ok
TIC 9277748,190.8046,-24.9906,4.59,0,,,,,4,7.0,ok
TIC 400258622,165.7609,-67.127,4.61,0,,,,,6,11.4,ok
TIC 149304313,83.2487,-64.2276,4.61,0,,,,,40,17.3,ok
TIC 349647610,112.2143,-64.5099,4.62,0,,,,,44,17.2,ok
TIC 141973945,178.2269,-33.9081,4.62,0,,,,,6,11.0,ok
TIC 453654783,156.7047,-73.1678,4.62,0,,,,,5,9.9,ok
TIC 131081098,189.7642,-30.4224,4.62,0,,,,,4,7.5,ok
TIC 57378518,171.9945,-35.3289,4.63,0,,,,,6,11.5,ok
TIC 356771041,135.1906,-60.9638,4.63,0,,,,,9,15.8,ok
TIC 453221781,146.5879,-76.7764,4.64,0,,,,,10,18.3,ok
TIC 38574220,63.7023,-62.1913,4.64,0,,,,,42,17.3,ok
TIC 319508664,174.2372,-61.1827,4.64,0,,,,,7,12.9,ok
TIC 82017300,168.4141,-53.2316,4.65,0,,,,,7,12.5,ok
TIC 142108949,99.4239,-77.5384,4.65,0,,,,,42,17.0,ok
TIC 397127102,157.5323,-70.8879,4.65,0,,,,,5,9.2,ok
TIC 45297854,130.1542,-59.761,4.65,0,,,,,11,17.6,ok
TIC 458231448,159.3627,-58.7333,4.66,0,,,,,7,13.0,ok
TIC 280393898,144.3025,-53.6685,4.66,0,,,,,8,14.5,ok
TIC 290533249,173.7127,-60.7861,4.68,0,,,,,6,11.4,ok
TIC 38699658,66.272,-61.238,4.68,0,,,,,44,17.0,ok
TIC 350094361,115.137,-64.3233,4.69,0,,,,,44,17.1,ok
TIC 325170579,177.4209,-63.7885,4.69,0,,,,,8,14.7,ok
TIC 295071039,72.6836,-69.8314,4.7,0,,,,,43,17.5,ok
TIC 446215954,147.582,-50.4354,4.7,0,,,,,7,12.7,ok
TIC 260777057,189.0511,-52.4178,4.7,0,,,,,6,10.9,ok
TIC 204719664,185.8398,-24.8408,4.7,0,,,,,5,8.8,ok
TIC 405148007,180.917,-42.4347,4.7,0,,,,,7,12.5,ok
TIC 272807849,188.0364,-56.1295,4.7,0,,,,,8,15.2,ok
TIC 464293053,155.9608,-57.9539,4.71,0,,,,,8,14.4,ok
TIC 439323673,143.3112,-57.8827,4.71,0,,,,,6,11.1,ok
TIC 350563801,86.8056,-54.3607,4.72,0,,,,,32,17.2,ok
TIC 399148111,163.1929,-68.2102,4.72,0,,,,,6,11.1,ok
TIC 385461878,138.2319,-59.4138,4.72,0,,,,,8,14.1,ok
TIC 452163402,173.6897,-54.264,4.73,0,,,,,5,9.9,ok
TIC 465505600,163.5261,-62.0424,4.73,0,,,,,7,12.8,ok
TIC 374062307,149.9654,-60.2183,4.73,0,,,,,7,13.1,ok
TIC 38759751,66.9417,-62.5212,4.75,0,,,,,43,17.4,ok
TIC 46028220,131.6772,-56.7697,4.75,0,,,,,9,15.7,ok
TIC 308210818,198.0153,-16.2002,4.76,0,,,,,5,9.3,ok
TIC 441226198,145.26,-57.2597,4.76,0,,,,,9,15.8,ok
TIC 296561077,141.6835,-53.5151,4.76,0,,,,,8,14.7,ok
TIC 38828538,68.3902,-62.8238,4.76,0,,,,,42,17.6,ok
TIC 170657104,185.9493,-30.3355,4.77,0,,,,,5,8.9,ok
TIC 294974397,140.4963,-52.5643,4.77,0,,,,,8,14.3,ok
TIC 339672887,110.4401,-56.2529,4.78,0,,,,,22,17.6,ok
TIC 443341302,146.7932,-57.3454,4.78,0,,,,,6,10.7,ok
TIC 162484935,169.8382,-45.0933,4.78,0,,,,,7,13.2,ok
TIC 303225294,164.0676,-58.0532,4.78,0,,,,,7,13.2,ok
TIC 152466390,171.6344,-36.8833,4.79,0,,,,,6,11.6,ok
TIC 459134597,161.91,-57.4674,4.8,0,,,,,7,12.7,ok
TIC 320855910,174.873,-65.3978,4.8,0,,153.9,rejete,eclipse_secondaire,8,19.8,ok
TIC 390226317,183.7488,-54.8203,4.8,0,,,,,5,9.6,ok
TIC 451256144,170.986,-57.8805,4.8,0,,,,,7,12.7,ok
TIC 144568325,190.8759,-41.3218,4.81,0,,,,,4,7.4,ok
TIC 360383548,142.1955,-62.273,4.81,0,,,,,8,14.5,ok
TIC 448641178,175.0531,-34.7446,4.81,0,,,,,7,12.3,ok
TIC 280666903,173.0834,-66.9618,4.82,0,,,,,8,14.3,ok
TIC 332354219,179.7951,-51.6967,4.82,0,,,,,5,9.2,ok
TIC 151763892,167.589,-36.0951,4.83,0,,,,,7,12.4,ok
TIC 220424200,72.2698,-56.6665,4.83,0,,,,,29,17.5,ok
TIC 386413568,139.426,-54.4948,4.83,0,,,,,7,12.7,ok
TIC 460693058,158.5529,-60.9876,4.83,0,,,,,8,15.3,ok
TIC 453689120,157.5844,-71.9929,4.83,0,,,,,5,9.1,ok
TIC 370377905,142.8874,-66.719,4.84,0,,,,,9,17.6,ok
TIC 457427613,157.3973,-57.9664,4.84,0,,,,,7,13.4,ok
TIC 9439380,192.1085,-27.5977,4.84,0,,,,,4,7.5,ok
TIC 465551520,163.8214,-60.5165,4.85,0,,,,,6,11.0,ok
TIC 144395071,189.9686,-39.9874,4.85,0,,,,,4,7.7,ok
TIC 458199516,159.5124,-56.8172,4.85,0,,,,,7,13.4,ok
TIC 57714798,174.1454,-33.5703,4.85,0,,,,,6,11.0,ok
TIC 81169950,166.8921,-48.6399,4.86,0,,,,,8,14.4,ok
TIC 451959707,172.9533,-59.5156,4.86,0,,,,,6,10.7,ok
TIC 372888660,152.5434,-71.0698,4.87,0,,,,,7,12.9,ok
TIC 304355898,165.0665,-57.5604,4.88,0,,,,,7,12.5,ok
TIC 260507093,96.7671,-58.0022,4.88,0,,,,,43,17.6,ok
TIC 1652548,188.3926,-12.8299,4.88,0,,,,,5,9.1,ok
TIC 101690885,200.2697,-24.4701,4.88,0,,,,,3,5.8,ok
TIC 294261093,168.8423,-66.512,4.88,0,,38.4,rejete,variabilite_continue;eclipse_secondaire,6,14.2,ok
TIC 310198518,127.628,-63.0819,4.9,0,,,,,13,17.5,ok
TIC 459577774,162.9935,-55.1383,4.9,0,,,,,7,12.9,ok
TIC 466911307,167.1416,-61.9472,4.91,0,,,,,8,14.3,ok
TIC 465416044,163.2132,-62.0091,4.91,0,,,,,7,13.8,ok
TIC 354997544,129.6163,-62.8432,4.91,0,,,,,11,17.8,ok
TIC 302962039,136.4098,-70.5385,4.92,0,,,,,10,18.5,ok
TIC 464028809,155.2281,-56.0432,4.92,0,,,,,8,14.2,ok
TIC 142141870,179.8428,-30.0609,4.92,0,,,,,6,10.8,ok
TIC 72500833,187.5017,-42.9296,4.93,0,,,,,5,9.0,ok
TIC 359737516,141.023,-61.6491,4.93,0,,,,,9,16.6,ok
TIC 463274841,153.3426,-56.5867,4.93,0,,,,,8,14.4,ok
TIC 390441711,160.5585,-64.4663,4.94,0,,,,,7,12.8,ok
TIC 162798862,170.9846,-44.6728,4.94,0,,,,,7,12.7,ok
TIC 25489613,192.9362,-31.0837,4.95,0,,,,,4,7.1,ok
TIC 167572319,101.3553,-65.0442,4.95,0,,,,,39,16.9,ok
TIC 293972244,106.7,-58.3809,4.95,0,,,,,42,17.8,ok
TIC 102628474,155.2015,-47.566,4.95,0,,,,,6,10.6,ok
