nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 243279536,288.4795,57.7046,4.01,0,,,,,36,10.2,ok
TIC 400565837,93.0838,32.6934,4.02,0,,,,,7,5.7,ok
TIC 252321421,74.2898,59.1202,4.05,0,,,,,4,3.9,ok
TIC 259272661,293.8508,69.8056,4.06,0,,,,,41,9.2,ok
TIC 85287514,52.5809,71.8639,4.08,0,,,,,8,7.9,ok
TIC 321742325,84.1467,54.4286,4.09,0,,,,,3,3.2,ok
TIC 441804568,265.4848,72.1471,4.12,0,,,,,39,9.4,ok
TIC 286031430,69.9778,53.0794,4.12,0,,50.5,rejete,variabilite_continue;eclipse_secondaire,4,6.3,ok
TIC 441620585,120.0487,73.9177,4.12,0,,,,,7,6.5,ok
TIC 219878176,260.8145,71.87,4.12,0,,,,,40,9.5,ok
TIC 409104974,79.7899,40.0946,4.13,0,,,,,4,4.3,ok
TIC 281601266,72.8056,68.1688,4.13,0,,,,,4,3.8,ok
TIC 356822358,275.189,71.338,4.14,0,,,,,40,9.3,ok
TIC 461522596,342.8932,85.0464,4.14,0,,,,,12,9.4,ok
TIC 199666719,252.0692,57.8137,4.15,0,,,,,41,9.8,ok
TIC 322676658,94.0917,56.7347,4.19,0,,,,,3,13.6,ok
TIC 219895046,262.9909,68.1359,4.19,0,,,,,36,9.5,ok
TIC 339537188,93.2129,65.7182,4.2,0,,,,,5,4.7,ok
TIC 379202111,93.9193,59.9988,4.2,0,,,,,4,4.0,ok
TIC 243337598,290.0671,57.6452,4.21,0,,,,,30,9.3,ok
TIC 399788684,278.1438,57.0455,4.21,0,,,,,40,9.3,ok
TIC 440352588,89.2781,45.5094,4.21,0,,,,,3,3.2,ok
TIC 199634926,250.7329,54.9036,4.22,0,,,,,20,9.5,ok
TIC 156196742,180.0748,80.8529,4.24,0,,,,,11,9.5,ok
TIC 471011933,236.0153,77.7945,4.27,0,,,,,22,9.4,ok
TIC 453331345,101.9149,48.7895,4.28,0,,,,,3,3.1,ok
TIC 311996235,88.1672,33.9175,4.28,0,,,,,7,6.4,ok
TIC 309515778,99.1368,38.4454,4.28,0,,,,,3,3.0,ok
TIC 284359863,287.9195,56.8595,4.29,0,,,,,34,9.3,ok
