nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 139232635,346.7192,-43.5205,4.04,0,,,,,5,10.0,ok
TIC 65263274,359.8662,-29.4852,4.04,0,,,,,4,7.2,ok
TIC 278634692,333.9042,-41.3465,4.05,0,,,,,4,7.9,ok
TIC 184398869,29.2931,-47.3852,4.06,0,,,,,8,14.4,ok
TIC 199733788,22.3773,-46.7563,4.09,0,,,,,8,13.0,ok
TIC 80081010,330.8199,-31.4453,4.11,0,,,,,3,5.9,ok
TIC 13061590,75.5416,-26.2756,4.11,0,,,,,3,6.1,ok
TIC 215114682,342.7592,-39.1569,4.16,0,,,,,5,10.7,ok
TIC 140477430,20.8789,-30.946,4.17,0,,,,,4,7.8,ok
TIC 114924130,72.5488,-16.2168,4.19,0,,,,,3,6.2,ok
TIC 47510590,343.8322,-29.6126,4.21,0,,,,,3,5.8,ok
TIC 121089827,57.1485,-20.9031,4.23,0,,,,,2,3.9,ok
TIC 155776548,347.2732,-30.134,4.26,0,,,,,4,7.9,ok
TIC 47296054,340.1641,-27.0436,4.26,0,,,,,4,7.4,ok
TIC 651236339,44.5679,-40.3046,4.29,0,,,,,3,8.8,ok
TIC 253923638,337.8769,-32.3462,4.31,0,,,,,4,10.3,ok
TIC 278664109,334.1105,-41.6273,4.31,0,,,,,3,7.0,ok
TIC 136887637,61.0783,-15.7253,4.33,0,,,,,2,4.1,ok
TIC 30960976,79.8799,-25.1244,4.33,0,,,,,4,11.1,ok
TIC 246847023,5.3803,-28.982,4.35,0,,,,,4,6.9,ok
TIC 32354173,25.5353,-32.327,4.35,0,,,,,4,8.1,ok
TIC 165109591,323.0247,-41.1792,4.36,0,,,,,4,8.0,ok
TIC 12931537,345.3313,-28.8541,4.36,0,,,,,4,9.0,ok
TIC 178776015,65.7737,-24.8923,4.36,0,,,,,3,5.7,ok
TIC 406478187,53.4474,-21.6331,4.38,0,,,,,2,4.1,ok
TIC 44625967,341.4196,-46.5474,4.38,0,,,,,5,9.3,ok
TIC 423480264,71.2675,-21.2835,4.38,0,,,,,2,4.5,ok
TIC 142163992,36.7465,-47.7039,4.39,0,,,,,6,13.4,ok
TIC 178154701,42.6684,-35.6763,4.39,0,,,,,5,13.1,ok
TIC 204451102,326.237,-33.0265,4.4,0,,,,,4,13.3,ok
TIC 170882932,70.7885,-30.7661,4.41,0,,,,,3,8.3,ok
TIC 140497146,21.742,-32.5434,4.42,0,,,,,4,9.5,ok
TIC 229092427,18.8033,-45.5303,4.43,0,,,,,7,13.6,ok
TIC 140121699,57.685,-38.9817,4.44,0,,,,,3,7.1,ok
TIC 340704441,8.4208,-29.5585,4.45,0,,,,,3,6.1,ok
TIC 13137474,349.2868,-28.439,4.46,0,,,,,4,7.3,ok
TIC 229057867,332.0965,-32.9887,4.46,0,,,,,4,7.2,ok
TIC 316805379,355.1582,-32.0735,4.47,0,,,,,4,7.3,ok
TIC 97402436,332.5403,-32.5483,4.48,0,,,,,4,7.2,ok
TIC 149019524,4.038,-31.4466,4.48,0,,,,,4,7.2,ok
TIC 166713077,55.7919,-31.0193,4.49,0,,,,,1,2.3,ok
TIC 63835332,14.6517,-29.3574,4.5,0,,,,,3,5.6,ok
TIC 224244458,353.2436,-37.8181,4.5,0,,,,,4,7.3,ok
TIC 41863903,21.1701,-41.4928,4.51,0,,,,,6,10.6,ok
TIC 152477624,62.7127,-41.9931,4.51,0,,,,,3,5.6,ok
TIC 117776994,69.833,-14.3601,4.52,0,,,,,2,4.4,ok
TIC 123322772,30.3104,-30.0026,4.54,0,,,,,4,7.6,ok
TIC 180551118,15.3268,-38.9162,4.54,0,,,,,4,8.6,ok
TIC 144276313,353.7694,-42.6151,4.56,0,,,,,6,11.8,ok
TIC 41976025,23.2336,-36.8654,4.58,0,,,,,4,9.0,ok
TIC 206663039,343.1311,-32.8757,4.59,0,,,,,4,8.5,ok
TIC 142206468,38.7489,-42.1131,4.6,0,,,,,4,8.1,ok
TIC 161167878,339.1627,-48.3061,4.6,0,,,,,5,8.9,ok
TIC 102029734,15.7049,-46.3972,4.61,0,,,,,6,10.4,ok
TIC 142889216,51.89,-35.6813,4.62,0,,,,,3,6.3,ok
TIC 129649472,321.5969,-37.8295,4.63,0,,,,,4,7.2,ok
TIC 97508002,44.5245,-23.6056,4.63,0,,,,,3,6.3,ok
TIC 197692262,329.825,-38.3951,4.66,0,,,,,4,7.3,ok
TIC 184533614,29.9112,-42.0313,4.67,0,,,,,4,8.1,ok
TIC 142268253,39.951,-42.8919,4.67,0,,,,,4,7.9,ok
TIC 77288515,70.5149,-37.1428,4.67,0,,,,,5,9.7,ok
TIC 166762393,56.9837,-30.1696,4.68,0,,,,,2,4.0,ok
TIC 144301739,354.4632,-45.4924,4.68,0,,,,,8,14.3,ok
TIC 115284458,26.8197,-41.7596,4.69,0,,,,,4,8.0,ok
TIC 146439619,75.6879,-22.7949,4.69,0,,,,,2,4.6,ok
TIC 146731630,45.733,-46.975,4.69,0,,,,,4,7.3,ok
TIC 44737391,60.8706,-24.4603,4.7,0,,,,,3,5.6,ok
TIC 159834975,320.1908,-40.8095,4.71,0,,,,,4,7.1,ok
TIC 92281021,50.3499,-23.6353,4.72,0,,,,,2,4.1,ok
TIC 70797228,2.0141,-33.5293,4.72,0,,,,,3,5.8,ok
TIC 13094804,76.3176,-26.1528,4.72,0,,,,,2,4.4,ok
TIC 441203057,335.8793,-24.7627,4.73,0,,,,,3,6.3,ok
TIC 44678216,59.9813,-24.0161,4.73,0,,,,,3,5.4,ok
TIC 70450439,340.092,-30.6604,4.73,0,,,,,3,5.7,ok
TIC 149018345,3.8431,-32.0453,4.75,0,,,,,4,7.6,ok
TIC 13059308,347.4361,-28.0886,4.75,0,,,,,4,7.3,ok
TIC 155996406,7.8557,-48.8034,4.76,0,,,,,5,9.1,ok
TIC 129766612,35.7774,-37.5764,4.76,0,,,,,4,7.9,ok
TIC 7219876,32.2882,-43.517,4.78,0,,,,,4,7.8,ok
TIC 229058393,332.0809,-34.5565,4.78,0,,,,,4,7.5,ok
TIC 89240397,58.4282,-24.6123,4.78,0,,,,,2,4.1,ok
TIC 175375523,348.7453,-41.1062,4.79,0,,,,,5,9.2,ok
TIC 44737687,60.891,-25.8479,4.8,0,,,,,3,5.7,ok
TIC 389751797,350.9395,-43.1243,4.8,0,,,,,6,10.9,ok
TIC 70847587,2.935,-35.1322,4.8,0,,,,,4,7.2,ok
TIC 13023585,347.0873,-28.8239,4.81,0,,,,,4,7.1,ok
