nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 243279536,288.4795,57.7046,4.01,0,,,,,36,17.4,ok
TIC 237084695,307.396,62.994,4.05,0,,,,,16,17.4,ok
TIC 165602000,316.7615,38.7718,4.06,0,,,,,7,15.6,ok
TIC 259272661,293.8508,69.8056,4.06,0,,,,,41,17.2,ok
TIC 167407697,319.354,39.3947,4.1,0,,,,,7,14.3,ok
TIC 67575538,350.2071,30.4144,4.1,0,,,,,2,10.5,ok
TIC 419842144,337.2836,9.1289,4.11,0,,,,,3,9.7,ok
TIC 219878176,260.8145,71.87,4.12,0,,,,,40,17.4,ok
TIC 351295818,300.34,50.1047,4.14,0,,,,,12,18.3,ok
TIC 356822358,275.189,71.338,4.14,0,,,,,40,18.4,ok
TIC 199666719,252.0692,57.8137,4.15,0,,,,,41,19.8,ok
TIC 117146835,319.4796,34.8969,4.16,0,,,,,5,14.4,ok
TIC 20574630,335.2504,26.9351,4.16,0,,,,,2,9.5,ok
TIC 411473192,358.9784,15.2302,4.17,0,,,,,1,3.7,ok
TIC 27014182,294.1105,50.2229,4.17,0,,,,,13,13.6,ok
TIC 233798897,303.3502,56.5683,4.18,0,,,,,13,11.6,ok
TIC 236982345,305.2981,63.9802,4.18,0,,,,,21,9.6,ok
TIC 219895046,262.9909,68.1359,4.19,0,,,,,36,10.9,ok
TIC 399788684,278.1438,57.0455,4.21,0,,,,,40,12.2,ok
TIC 243337598,290.0671,57.6452,4.21,0,,,,,30,14.2,ok
TIC 164178379,335.985,31.2618,4.21,0,,,,,2,5.6,ok
TIC 199634926,250.7329,54.9035,4.22,0,,,,,20,12.1,ok
TIC 421448572,314.8564,59.4387,4.26,0,,,,,10,11.2,ok
TIC 366850987,311.9553,47.8317,4.27,0,,,,,8,9.1,ok
TIC 44161791,345.3863,32.613,4.28,0,,,,,2,7.3,ok
TIC 284359863,287.9195,56.8595,4.29,0,,,,,34,11.7,ok
TIC 128925287,341.0227,41.8193,4.29,0,,,,,5,7.1,ok
TIC 129219174,342.4871,41.0512,4.29,0,,,,,5,6.9,ok
TIC 295296524,303.2076,49.451,4.3,0,,,,,9,11.0,ok
TIC 351564058,325.818,38.0175,4.31,0,,,,,4,5.3,ok
TIC 452700589,326.0378,28.741,4.31,0,,,,,5,6.6,ok
TIC 341441461,325.1628,54.3246,4.32,0,,,,,8,10.8,ok
TIC 233195546,264.2379,68.7602,4.34,0,,,,,39,12.7,ok
TIC 230080609,245.4526,69.1093,4.34,0,,,,,41,11.2,ok
TIC 402375849,349.1997,10.599,4.35,0,,,,,2,4.5,ok
TIC 329329553,314.4715,44.7881,4.35,0,,,,,8,13.1,ok
TIC 136704493,317.62,47.6547,4.35,0,,,,,8,9.2,ok
TIC 256801656,301.3888,61.9959,4.37,0,,,,,23,10.6,ok
TIC 353057130,333.1994,34.6042,4.37,0,,,,,4,5.7,ok
TIC 422108142,335.7792,55.9632,4.37,0,,,,,7,9.8,ok
TIC 199612990,249.5019,56.016,4.37,0,,,,,21,11.5,ok
TIC 335624186,333.0084,60.7592,4.37,0,,,,,8,9.1,ok
TIC 269664165,301.2222,68.0271,4.38,0,,,,,39,13.6,ok
TIC 267659086,311.7544,58.4167,4.38,0,,,,,12,12.4,ok
TIC 240267285,322.3627,46.5413,4.39,0,,,,,6,10.0,ok
TIC 249747565,339.3428,51.5444,4.39,0,,,,,8,11.2,ok
TIC 353210150,312.2345,46.1141,4.4,0,,,,,6,9.3,ok
TIC 243107445,350.1596,23.7403,4.4,0,,,,,2,5.2,ok
